timestamp,runtime_sec,total_biomass,t0,t1,t2,t3,t4,deep_archive,lambda,phi_diff
2026-02-11T00:18:47+01:00,1370,583505,353943,229562,0,0,0,0,0.842233,0.9694
2026-02-11T00:18:52+01:00,1375,585504,353963,231541,0,0,0,0,0.841019,0.9639
2026-02-11T00:18:57+01:00,1380,587506,353973,233533,0,0,0,0,0.840321,0.9583
2026-02-11T00:19:02+01:00,1385,589505,353968,235537,0,0,0,0,0.839197,0.9526
2026-02-11T00:19:07+01:00,1390,591505,353991,237514,0,0,0,0,0.840956,0.9471
2026-02-11T00:19:12+01:00,1395,593506,353980,239526,0,0,0,0,0.837708,0.9414
2026-02-11T00:19:17+01:00,1400,595505,354023,241482,0,0,0,0,0.837810,0.9359
2026-02-11T00:19:22+01:00,1405,597503,354021,243482,0,0,0,0,0.839107,0.9303
2026-02-11T00:19:27+01:00,1410,599505,354035,245470,0,0,0,0,0.843192,0.9247
2026-02-11T00:19:32+01:00,1415,601505,353971,247534,0,0,0,0,0.841352,0.9187
2026-02-11T00:19:37+01:00,1420,603504,353982,249522,0,0,0,0,0.838617,0.9131
2026-02-11T00:19:42+01:00,1425,605504,353977,251527,0,0,0,0,0.840799,0.9075
2026-02-11T00:19:47+01:00,1430,607505,353985,253520,0,0,0,0,0.838206,0.9018
2026-02-11T00:19:52+01:00,1435,609504,354006,255498,0,0,0,0,0.841420,0.8963
2026-02-11T00:19:57+01:00,1440,611505,353983,257522,0,0,0,0,0.839300,0.8905
2026-02-11T00:20:02+01:00,1445,613505,354006,259499,0,0,0,0,0.838908,0.8850
2026-02-11T00:20:07+01:00,1450,615505,354002,261503,0,0,0,0,0.839050,0.8793
2026-02-11T00:20:12+01:00,1455,617505,354003,263502,0,0,0,0,0.840983,0.8737
2026-02-11T00:20:17+01:00,1460,619504,354009,265495,0,0,0,0,0.841482,0.8681
2026-02-11T00:20:22+01:00,1465,621504,354027,267477,0,0,0,0,0.840222,0.8625
2026-02-11T00:20:27+01:00,1470,623504,354015,269489,0,0,0,0,0.837345,0.8568
2026-02-11T00:20:32+01:00,1475,625506,354037,271469,0,0,0,0,0.838214,0.8513
2026-02-11T00:20:37+01:00,1480,627505,354024,273481,0,0,0,0,0.836190,0.8455
2026-02-11T00:20:42+01:00,1485,629504,354026,275478,0,0,0,0,0.837994,0.8399
2026-02-11T00:20:47+01:00,1490,631506,354163,277343,0,0,0,0,0.838255,0.8349
2026-02-11T00:20:52+01:00,1495,633505,354160,279345,0,0,0,0,0.837967,0.8293
